"","id_ci","id_main","date","visit","water_status","lodging","crop_info","devel_stage","sample","nt","np","nl","Snail","Rat injury","Deadheart","Silvershoot","Whitehead","Panicle mite","Rice bug injury","Rice thrip","Leaffolder","Leaf miner","Rice hispa","Whorl maggot","Bacterial leaf blight","Bacterial leaf streak","Brown spot","Leaf blast","Leaf scald","Narrow brown spot","Red stripe","Dirty panicle","False smut","Neck blast","Sheath blight","Sheath rot","Bakanae","Bird injury","Rice grain bug injury","Stem rot"
"1",1,3,"2014-03-11",1,8,0,2,9,1,11,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",1,3,"2014-03-11",1,8,0,2,9,2,11,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"3",1,3,"2014-03-11",1,8,0,2,9,3,12,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",1,3,"2014-03-11",1,8,0,2,9,4,10,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5",1,3,"2014-03-11",1,8,0,2,9,5,13,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",1,3,"2014-03-11",1,8,0,2,9,6,8,0,5,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",1,3,"2014-03-11",1,8,0,2,9,7,11,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",1,3,"2014-03-11",1,8,0,2,9,8,9,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",1,3,"2014-03-11",1,8,0,2,9,9,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",1,3,"2014-03-11",1,8,0,2,9,10,14,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",1,3,"2014-03-11",1,8,0,2,9,11,17,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",1,3,"2014-03-11",1,8,0,2,9,12,12,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",2,3,"2014-07-15",2,8,0,0,13,1,9,9,4,0,0,0,0,0,0,0,0,1,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",2,3,"2014-07-15",2,8,0,0,13,2,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0
"15",2,3,"2014-07-15",2,8,0,0,13,3,9,9,4,0,0,0,0,0,0,0,0,1,0,0,0,14,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0
"16",2,3,"2014-07-15",2,8,0,0,13,4,6,6,3,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,0,3,0,0,2,0,0,0,0,0
"17",2,3,"2014-07-15",2,8,0,0,13,5,9,9,3,0,0,0,0,0,0,0,0,4,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",2,3,"2014-07-15",2,8,0,0,13,6,12,12,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0
"19",2,3,"2014-07-15",2,8,0,0,13,7,9,9,3,0,0,0,0,0,0,0,0,6,0,0,0,12,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0
"20",2,3,"2014-07-15",2,8,0,0,13,8,8,8,4,0,1,0,0,0,0,0,0,1,0,0,0,9,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0
"21",2,3,"2014-07-15",2,8,0,0,13,9,9,9,4,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"22",2,3,"2014-07-15",2,8,0,0,13,10,14,14,4,0,0,0,0,0,0,0,0,6,0,0,0,12,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
"23",2,3,"2014-07-15",2,8,0,0,13,11,7,6,3,0,0,0,0,0,0,0,0,4,0,0,0,9,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0
"24",2,3,"2014-07-15",2,8,0,0,13,12,9,9,3,0,0,0,0,0,0,0,0,1,0,0,0,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
"25",3,4,"2015-08-18",1,7,0,3,9,1,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",3,4,"2015-08-18",1,7,0,3,9,2,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",3,4,"2015-08-18",1,7,0,3,9,3,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",3,4,"2015-08-18",1,7,0,3,9,4,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",3,4,"2015-08-18",1,7,0,3,9,5,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",3,4,"2015-08-18",1,7,0,3,9,6,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",3,4,"2015-08-18",1,7,0,3,9,7,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",3,4,"2015-08-18",1,7,0,3,9,8,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",3,4,"2015-08-18",1,7,0,3,9,9,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",3,4,"2015-08-18",1,7,0,3,9,10,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",3,4,"2015-08-18",1,7,0,3,9,11,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",3,4,"2015-08-18",1,7,0,3,9,12,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",4,6,"2015-08-18",1,2,0,1,14,1,11,10,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,3,1,0,0,0,0
"38",4,6,"2015-08-18",1,2,0,1,14,2,11,10,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,3,1,0,0,0,0
"39",4,6,"2015-08-18",1,2,0,1,14,3,11,10,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,3,1,0,0,0,0
"40",4,6,"2015-08-18",1,2,0,1,14,4,11,10,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,3,1,0,0,0,0
"41",4,6,"2015-08-18",1,2,0,1,14,5,14,14,2,0,0,0,0,0,12,0,0,2,0,0,0,0,0,10,0,0,0,0,11,0,0,1,0,0,0,0,0
"42",4,6,"2015-08-18",1,2,0,1,14,6,14,14,2,0,0,0,0,0,12,0,0,2,0,0,0,0,0,10,0,0,0,0,11,0,0,1,0,0,0,0,0
"43",4,6,"2015-08-18",1,2,0,1,14,7,14,14,2,0,0,0,0,0,12,0,0,2,0,0,0,0,0,10,0,0,0,0,11,0,0,1,0,0,0,0,0
"44",4,6,"2015-08-18",1,2,0,1,14,8,14,14,2,0,0,0,0,0,12,0,0,2,0,0,0,0,0,10,0,0,0,0,11,0,0,1,0,0,0,0,0
"45",4,6,"2015-08-18",1,2,0,1,14,9,16,15,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0
"46",4,6,"2015-08-18",1,2,0,1,14,10,16,15,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0
"47",4,6,"2015-08-18",1,2,0,1,14,11,16,15,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0
"48",4,6,"2015-08-18",1,2,0,1,14,12,16,15,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0
"49",5,11,"2015-08-18",1,7,0,3,9,1,41,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,6,0,0,0,0
"50",5,11,"2015-08-18",1,7,0,3,9,2,11,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0
"51",5,11,"2015-08-18",1,7,0,3,9,3,24,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,1,0,0,0,0
"52",5,11,"2015-08-18",1,7,0,3,9,4,16,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"53",5,11,"2015-08-18",1,7,0,3,9,5,20,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",5,11,"2015-08-18",1,7,0,3,9,6,18,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"55",5,11,"2015-08-18",1,7,0,3,9,7,26,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",5,11,"2015-08-18",1,7,0,3,9,8,22,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",5,11,"2015-08-18",1,7,0,3,9,9,21,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",5,11,"2015-08-18",1,7,0,3,9,10,19,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",5,11,"2015-08-18",1,7,0,3,9,11,23,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",5,11,"2015-08-18",1,7,0,3,9,12,27,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",6,13,"2015-08-18",1,7,100,3,9,1,34,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",6,13,"2015-08-18",1,7,100,3,9,2,20,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"63",6,13,"2015-08-18",1,7,100,3,9,3,27,12,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72,0,0,0,0,0,0,0,1,0,0,0,0,0
"64",6,13,"2015-08-18",1,7,100,3,9,4,21,19,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"65",6,13,"2015-08-18",1,7,100,3,9,5,17,14,2,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"66",6,13,"2015-08-18",1,7,100,3,9,6,35,26,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0
"67",6,13,"2015-08-18",1,7,100,3,9,7,34,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"68",6,13,"2015-08-18",1,7,100,3,9,8,20,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,1,0,0,0,0,0
"69",6,13,"2015-08-18",1,7,100,3,9,9,27,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"70",6,13,"2015-08-18",1,7,100,3,9,10,21,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",6,13,"2015-08-18",1,7,100,3,9,11,17,14,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"72",6,13,"2015-08-18",1,7,100,3,9,12,35,26,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"73",7,7,"2015-08-18",1,9,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",8,12,"2015-08-18",1,7,0,3,14,1,18,16,2,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"75",8,12,"2015-08-18",1,7,0,3,14,2,27,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4
"76",8,12,"2015-08-18",1,7,0,3,14,3,16,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
"77",8,12,"2015-08-18",1,7,0,3,14,4,27,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"78",8,12,"2015-08-18",1,7,0,3,14,5,19,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2
"79",8,12,"2015-08-18",1,7,0,3,14,6,21,19,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",8,12,"2015-08-18",1,7,0,3,14,7,18,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1
"81",8,12,"2015-08-18",1,7,0,3,14,8,27,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"82",8,12,"2015-08-18",1,7,0,3,14,9,16,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"83",8,12,"2015-08-18",1,7,0,3,14,10,27,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"84",8,12,"2015-08-18",1,7,0,3,14,11,19,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"85",8,12,"2015-08-18",1,7,0,3,14,12,21,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",9,14,"2015-08-18",1,9,0,1,9,1,26,26,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"87",9,14,"2015-08-18",1,9,0,1,9,2,25,24,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"88",9,14,"2015-08-18",1,9,0,1,9,3,43,41,2,0,0,0,0,0,0,0,0,0,0,0,1,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",9,14,"2015-08-18",1,9,0,1,9,4,21,17,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,2,0,0,0,0,0,0,0,3,11,0,0,0,0
"90",9,14,"2015-08-18",1,9,0,1,9,5,25,21,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0
"91",9,14,"2015-08-18",1,9,0,1,9,6,15,15,2,0,0,0,0,0,0,0,0,0,0,0,1,6,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0
"92",9,14,"2015-08-18",1,9,0,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",9,14,"2015-08-18",1,9,0,1,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",9,14,"2015-08-18",1,9,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",9,14,"2015-08-18",1,9,0,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",9,14,"2015-08-18",1,9,0,1,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",9,14,"2015-08-18",1,9,0,1,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",10,14,"2015-08-18",2,9,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",11,15,"2015-08-18",1,7,0,3,9,1,15,14,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0
"100",11,15,"2015-08-18",1,7,0,3,9,2,23,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"101",11,15,"2015-08-18",1,7,0,3,9,3,31,27,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"102",11,15,"2015-08-18",1,7,0,3,9,4,20,19,2,0,0,0,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",11,15,"2015-08-18",1,7,0,3,9,5,17,17,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"104",11,15,"2015-08-18",1,7,0,3,9,6,26,25,2,0,0,0,0,0,0,0,0,7,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",11,15,"2015-08-18",1,7,0,3,9,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",11,15,"2015-08-18",1,7,0,3,9,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107",11,15,"2015-08-18",1,7,0,3,9,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",11,15,"2015-08-18",1,7,0,3,9,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",11,15,"2015-08-18",1,7,0,3,9,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",11,15,"2015-08-18",1,7,0,3,9,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",12,18,"2015-08-18",1,3,0,2,9,1,10,9,3,0,0,0,0,0,12,0,0,0,0,0,4,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0
"112",12,18,"2015-08-18",1,3,0,2,9,2,12,11,2,0,0,0,0,0,17,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",12,18,"2015-08-18",1,3,0,2,9,3,21,19,2,0,0,0,0,0,31,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
"114",12,18,"2015-08-18",1,3,0,2,9,4,12,12,2,0,0,0,0,0,14,0,0,2,0,0,1,4,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0
"115",12,18,"2015-08-18",1,3,0,2,9,5,16,12,2,0,0,0,0,0,17,0,0,4,0,0,4,0,0,8,2,0,0,0,0,0,0,6,1,0,0,0,0
"116",12,18,"2015-08-18",1,3,0,2,9,6,13,9,2,0,0,0,0,0,8,0,0,6,0,0,3,0,0,5,3,0,0,0,0,0,0,4,3,0,0,0,0
"117",12,18,"2015-08-18",1,3,0,2,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",12,18,"2015-08-18",1,3,0,2,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",12,18,"2015-08-18",1,3,0,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",12,18,"2015-08-18",1,3,0,2,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",12,18,"2015-08-18",1,3,0,2,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",12,18,"2015-08-18",1,3,0,2,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",13,16,"2015-08-18",1,7,0,1,14,1,41,41,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"124",13,16,"2015-08-18",1,7,0,1,14,2,17,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0
"125",13,16,"2015-08-18",1,7,0,1,14,3,18,18,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",13,16,"2015-08-18",1,7,0,1,14,4,12,7,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"127",13,16,"2015-08-18",1,7,0,1,14,5,17,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"128",13,16,"2015-08-18",1,7,0,1,14,6,20,12,2,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"129",13,16,"2015-08-18",1,7,0,1,14,7,16,16,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"130",13,16,"2015-08-18",1,7,0,1,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",13,16,"2015-08-18",1,7,0,1,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",13,16,"2015-08-18",1,7,0,1,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",13,16,"2015-08-18",1,7,0,1,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",13,16,"2015-08-18",1,7,0,1,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",14,17,"2015-08-18",1,2,0,1,15,1,11,10,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0
"136",14,17,"2015-08-18",1,2,0,1,15,2,11,10,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0
"137",14,17,"2015-08-18",1,2,0,1,15,3,11,10,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0
"138",14,17,"2015-08-18",1,2,0,1,15,4,11,10,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0
"139",14,17,"2015-08-18",1,2,0,1,15,5,14,14,2,0,0,0,0,0,12,0,0,2,0,0,0,0,0,10,0,0,0,0,11,0,0,3,1,0,0,0,0
"140",14,17,"2015-08-18",1,2,0,1,15,6,14,14,2,0,0,0,0,0,12,0,0,2,0,0,0,0,0,10,0,0,0,0,11,0,0,3,1,0,0,0,0
"141",14,17,"2015-08-18",1,2,0,1,15,7,14,14,2,0,0,0,0,0,12,0,0,2,0,0,0,0,0,10,0,0,0,0,11,0,0,3,1,0,0,0,0
"142",14,17,"2015-08-18",1,2,0,1,15,8,14,14,2,0,0,0,0,0,12,0,0,2,0,0,0,0,0,10,0,0,0,0,11,0,0,3,1,0,0,0,0
"143",14,17,"2015-08-18",1,2,0,1,15,9,15,15,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,1,0,0,0,0,0
"144",14,17,"2015-08-18",1,2,0,1,15,10,15,15,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,1,0,0,0,0,0
"145",14,17,"2015-08-18",1,2,0,1,15,11,15,15,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,1,0,0,0,0,0
"146",14,17,"2015-08-18",1,2,0,1,15,12,15,15,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,1,0,0,0,0,0
"147",15,19,"2015-03-20",1,9,0,2,9,1,13,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",15,19,"2015-03-20",1,9,0,2,9,2,10,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"149",15,19,"2015-03-20",1,9,0,2,9,3,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150",15,19,"2015-03-20",1,9,0,2,9,4,9,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151",15,19,"2015-03-20",1,9,0,2,9,5,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"152",15,19,"2015-03-20",1,9,0,2,9,6,10,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"153",15,19,"2015-03-20",1,9,0,2,9,7,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
